ID,SRCIP,DSTIP,SRCPORT,DSTPORT,PROTOCOLID,RECEIVETIME
903,12.118.64.124,115.239.211.125,27964,80,58,1462238103
904,180.166.140.84,124.134.0.8,60210,30282,36,1462238103
905,180.166.140.84,221.225.67.36,50524,30971,36,1462238103
906,180.166.140.84,182.96.58.109,34308,30653,36,1462238103
907,180.166.140.84,58.117.121.44,39065,30735,36,1462238103
908,192.168.48.90,115.239.210.172,52370,80,58,1462238103
909,117.34.17.63,222.72.135.151,55448,8080,58,1462238103
914,192.168.82.171,218.75.34.90,54861,7002,58,1462238103
915,101.230.193.55,114.80.63.3,1416,7709,34,1462238103
916,101.230.193.55,124.232.142.30,1417,7709,34,1462238103
917,222.66.50.180,182.131.3.252,1421,7709,34,1462238103
918,101.230.193.55,42.159.246.172,1430,7709,34,1462238103
919,12.118.64.225,220.181.111.21,1878,80,58,1462238103
920,113.7.152.171,180.166.140.84,30192,29175,36,1462238103
921,12.118.7.226,180.149.144.107,52463,80,58,1462238103
922,218.242.149.122,114.105.132.187,39335,30670,36,1462238103
923,218.242.149.122,111.202.249.25,12454,29919,36,1462238103
952,180.166.140.84,27.192.169.226,40848,30857,36,1462238103
953,180.166.140.84,175.30.47.162,6632,30808,36,1462238103
954,180.166.140.84,98.247.25.227,2606,29919,36,1462238103
955,140.206.182.226,112.5.5.99,32251,30084,36,1462238103
967,180.166.140.67,221.192.134.162,54131,80,58,1462238103
982,12.118.106.56,61.164.153.93,49343,80,58,1462238103
956,218.242.149.111,122.228.73.151,3867,8601,34,1462238104
957,222.66.50.181,119.147.20.75,30234,8000,36,1462238104
958,61.152.219.222,169.254.169.182,53794,161,57,1462238104
959,192.168.32.21,222.73.134.40,9818,80,58,1462238104
960,222.66.50.181,119.75.217.109,14202,80,58,1462238104
961,12.118.104.146,119.147.20.75,30955,8000,36,1462238104
968,180.166.140.67,123.126.108.57,26991,8601,34,1462238104
969,12.118.123.47,180.149.144.107,1682,80,58,1462238104
970,61.152.219.222,169.254.169.182,53794,161,57,1462238104
971,192.168.92.174,101.227.131.50,40209,80,58,1462238104
972,192.168.34.62,14.17.43.149,46007,80,58,1462238104
973,192.168.225.82,115.239.210.144,49854,80,58,1462238104
983,180.166.140.67,42.159.80.24,41841,8601,34,1462238104
984,180.166.140.84,111.206.37.178,60483,80,58,1462238104
985,61.152.219.222,169.254.169.182,53794,161,57,1462238104
986,36.32.95.22,218.242.149.111,30191,39454,36,1462238104
987,222.66.50.182,218.60.45.28,50141,80,58,1462238104
988,12.118.2.45,12.118.2.38,0,0,18,1462238104
962,12.118.223.214,12.118.1.127,61728,161,57,1462238105
963,218.242.149.122,119.109.197.12,50905,30828,36,1462238105
964,12.118.161.91,119.147.20.75,30878,8000,36,1462238105
965,101.230.193.55,119.75.219.85,49892,80,58,1462238105
966,12.118.223.214,12.118.1.43,61728,161,57,1462238105
974,218.242.149.111,117.87.248.6,18505,30290,36,1462238105
975,218.242.149.122,106.7.204.82,14355,25284,36,1462238105
976,101.230.193.50,180.96.12.170,50188,8601,34,1462238105
977,12.118.16.42,12.118.2.201,50750,139,4,1462238105
978,114.105.132.187,218.242.149.122,30670,39335,36,1462238105
979,175.30.47.162,180.166.140.84,30808,6632,36,1462238105
980,101.230.193.51,61.135.186.100,51941,80,58,1462238105
981,39.78.7.119,218.242.149.112,30220,48017,36,1462238105
989,218.242.149.122,101.29.4.138,37961,30900,36,1462238105
990,218.242.149.122,210.38.120.113,15536,29919,36,1462238105
991,101.230.193.50,180.97.150.145,50187,8601,34,1462238105
992,12.118.2.201,12.118.16.42,139,50750,4,1462238105
993,218.242.149.111,112.80.248.59,36584,80,58,1462238105
995,101.230.193.52,113.207.2.69,57753,80,58,1462238105
996,58.247.9.3,106.8.224.55,52150,17575,36,1462238105
998,12.118.77.131,115.239.211.112,49311,80,58,1462238105
994,101.230.193.55,183.60.15.198,46785,80,58,1462238106
997,58.247.9.13,180.168.41.175,32943,161,57,1462238106
999,218.242.149.112,123.188.234.88,14584,30949,36,1462238106
1000,222.66.50.181,124.160.62.40,49788,7002,58,1462238106
1001,12.118.62.114,115.239.211.125,7477,80,58,1462238106
1002,12.118.154.120,114.80.62.1,2164,80,58,1462238106
1003,222.66.50.180,119.75.219.121,13267,80,58,1462238106
1004,12.118.161.221,115.239.210.172,53142,80,58,1462238106
1005,101.230.193.51,119.75.217.109,52105,80,58,1462238106
1006,101.230.193.52,123.125.115.188,1130,80,58,1462238106
1007,119.189.37.30,180.166.140.84,30851,54743,36,1462238106
1008,12.118.76.146,117.185.24.29,40130,80,58,1462238107
1009,101.230.193.55,113.207.2.69,52397,80,58,1462238107
1010,12.118.76.146,101.227.131.49,36886,80,58,1462238107
1011,12.118.149.126,182.140.167.58,51764,443,34,1462238107
1012,12.118.104.68,192.168.1.103,53079,161,57,1462238107
1013,180.153.197.58,101.230.193.38,45899,80,58,1462238107
1014,12.118.104.68,192.168.1.103,53079,161,57,1462238107
1015,113.108.23.60,101.230.193.50,8000,30871,36,1462238107
1016,12.118.154.75,117.185.16.109,4520,80,58,1462238107
1017,12.118.104.68,192.168.1.103,53079,161,57,1462238107
1018,101.230.193.52,180.149.144.107,1307,80,58,1462238107
1019,12.118.154.75,115.239.210.164,4521,80,58,1462238108
1020,125.39.211.54,218.242.149.111,8000,1331,36,1462238108
1021,218.242.149.111,222.188.231.186,34291,30594,36,1462238108
1022,218.242.149.111,27.157.233.14,41412,30834,36,1462238108
1023,218.242.149.111,221.4.34.34,8840,43554,36,1462238108
1024,218.242.149.122,123.149.83.172,8833,30928,36,1462238108
1025,218.242.149.122,110.185.242.27,24767,30552,36,1462238108
1026,101.230.193.55,123.125.70.59,50407,80,58,1462238108
1027,218.242.149.122,36.7.221.108,47630,29919,36,1462238108
1028,218.242.149.122,101.94.36.244,16372,30707,36,1462238108
1029,192.168.48.90,115.239.210.82,52456,80,58,1462238108
1030,113.108.23.60,180.166.140.67,9910,22219,36,1462238108
1031,218.242.149.111,49.74.111.139,35468,30339,36,1462238108
1032,218.242.149.111,113.56.136.104,51821,30940,36,1462238108
1033,140.206.182.226,125.39.170.202,41916,5055,36,1462238108
1034,125.39.211.55,218.242.149.122,9910,41786,36,1462238108
1035,218.242.149.122,222.185.213.249,33394,30493,36,1462238108
1036,218.242.149.122,223.242.147.112,33707,30385,36,1462238108
1037,218.242.149.122,180.123.245.157,5470,30932,36,1462238108
1038,12.118.33.35,115.239.211.125,59771,80,58,1462238108
1039,218.242.149.111,125.39.211.54,1331,8000,36,1462238108
1040,218.242.149.111,42.48.145.147,19957,29919,36,1462238108
1041,218.242.149.111,58.18.201.212,21678,30021,36,1462238108
1042,218.242.149.111,106.111.147.118,57713,29919,36,1462238108
1043,140.206.182.227,140.206.182.227,57803,57803,36,1462238108
1044,218.242.149.122,180.106.209.147,16746,56613,36,1462238108
1045,218.242.149.122,106.86.31.23,39887,30482,36,1462238108
1046,218.242.149.122,106.86.23.144,40527,30716,36,1462238108
1047,218.242.149.122,114.100.17.157,24512,30849,36,1462238108
1048,12.118.76.146,117.144.242.122,52538,80,58,1462238108
1049,192.168.92.198,221.192.134.163,49725,80,58,1462238108
938,101.230.193.53,101.226.68.37,8252,80,58,1462238109
939,12.118.36.30,12.118.2.189,3743,445,34,1462238109
940,12.118.154.111,180.97.199.9,3692,80,58,1462238109
941,12.118.155.54,115.239.211.125,3478,80,58,1462238109
942,12.118.123.39,115.239.211.125,50393,80,58,1462238109
943,12.118.36.30,12.118.2.189,3743,445,4,1462238109
944,12.118.115.72,115.239.210.144,50698,80,58,1462238109
945,12.118.196.129,222.73.111.96,1187,7709,34,1462238109
946,192.168.12.201,123.125.50.47,54821,143,0,1462238109
947,222.66.50.183,183.232.42.229,1522,80,58,1462238109
948,218.242.149.111,218.242.149.113,0,0,33,1462238109
949,101.230.193.55,119.147.20.75,30479,8000,36,1462238109
950,180.166.140.67,124.206.119.77,20431,30568,36,1462238109
951,218.242.149.111,111.206.37.178,50950,80,58,1462238109
1050,180.166.140.68,112.90.143.121,22007,8000,36,1462238109
1051,12.118.2.189,12.118.36.30,445,3743,4,1462238109
1052,61.152.219.222,222.161.249.156,2610,7709,34,1462238109
1053,61.152.219.205,61.152.219.193,0,0,18,1462238109
1067,49.74.111.139,218.242.149.111,30339,35468,36,1462238109
1141,183.232.42.229,222.66.50.183,80,1522,58,1462238109
1142,218.242.149.111,123.125.115.38,12028,80,58,1462238109
1143,222.66.50.183,61.135.186.213,3462,80,58,1462238109
1144,180.153.197.58,222.72.135.130,33931,80,58,1462238109
1054,12.118.172.192,121.9.209.198,4474,80,58,1462238110
1055,115.56.107.134,218.242.149.111,30303,3056,36,1462238110
1056,218.242.149.112,180.168.41.175,35441,161,57,1462238110
1057,192.168.61.122,119.147.20.75,29919,8000,36,1462238110
1058,101.230.193.55,61.135.186.100,3029,80,58,1462238110
1059,58.247.9.13,61.135.186.213,45250,80,58,1462238110
1068,58.247.9.17,61.135.186.213,56918,80,58,1462238110
1069,218.242.149.112,180.168.41.175,35441,161,57,1462238110
1070,218.242.149.111,61.164.153.96,43461,80,58,1462238110
1071,218.242.149.111,61.135.186.213,16250,80,58,1462238110
1072,60.6.185.219,218.242.149.111,30712,27697,36,1462238110
1145,58.18.201.212,218.242.149.111,30021,21678,36,1462238110
1146,218.242.149.112,180.168.41.175,35441,161,57,1462238110
1147,192.168.12.201,123.125.115.112,52845,80,58,1462238110
1148,180.123.245.157,218.242.149.122,30932,5470,36,1462238110
1149,114.100.17.157,218.242.149.122,30849,24512,36,1462238110
1060,58.247.9.13,119.147.20.75,15583,8000,36,1462238111
1061,60.190.46.184,101.230.193.6,57953,143,0,1462238111
1062,61.152.219.210,61.152.219.222,0,12260,36,1462238111
1063,61.152.219.222,114.80.63.39,1377,7709,34,1462238111
1064,61.152.219.222,117.184.140.166,1392,7709,34,1462238111
1065,61.152.219.222,113.108.23.60,30835,8000,36,1462238111
1066,61.152.219.222,180.168.41.175,1033,161,57,1462238111
1073,218.242.149.112,112.65.228.162,34243,80,58,1462238111
1074,180.166.140.84,113.7.152.171,29175,30192,36,1462238111
1075,172.16.0.1,172.16.0.1,0,0,18,1462238111
1076,61.152.219.222,169.254.169.182,53794,161,57,1462238111
1077,61.152.219.222,169.254.169.182,53794,161,57,1462238111
1078,61.152.219.222,169.254.169.182,53794,161,57,1462238111
1079,192.168.40.187,121.43.72.79,50240,13000,58,1462238111
1080,192.168.82.123,113.108.23.60,30440,8000,36,1462238111
1081,12.118.154.81,64.233.189.125,4539,5222,34,1462238111
1082,116.228.110.26,116.236.129.54,57732,21,34,1462238111
1083,61.152.219.222,61.164.155.133,1383,7709,34,1462238111
1084,61.152.219.222,180.168.41.175,1033,161,57,1462238111
1085,61.152.219.222,180.168.41.175,1033,161,57,1462238111
1086,218.242.149.112,163.177.66.143,44232,8000,36,1462238111
1087,61.152.219.222,218.75.34.90,1096,7002,58,1462238111
1150,12.118.4.215,58.61.39.130,54881,80,58,1462238111
1151,222.66.50.182,113.108.23.60,30320,8000,36,1462238111
1152,222.66.50.182,112.80.248.66,1135,80,58,1462238111
1153,27.38.96.151,58.247.9.17,30559,30108,36,1462238111
1154,61.152.219.222,61.164.119.220,1389,7709,34,1462238111
1088,106.86.31.23,218.242.149.122,30482,39887,36,1462238112
1097,12.118.76.148,12.118.2.201,2148,135,34,1462238112
1098,101.230.193.50,119.75.219.85,1074,80,58,1462238112
1099,180.166.140.67,172.16.61.215,13785,161,57,1462238112
1100,12.118.2.170,12.118.2.111,0,0,18,1462238112
1101,218.242.149.111,123.129.242.221,29168,80,58,1462238112
1112,12.118.142.168,61.164.153.96,22337,80,58,1462238112
1113,180.166.140.67,172.16.61.215,13785,161,57,1462238112
1114,222.66.50.180,58.254.134.137,55391,80,58,1462238112
1127,222.185.213.249,218.242.149.122,30493,33394,36,1462238112
1128,180.166.140.67,172.16.61.215,13785,161,57,1462238112
1129,12.118.224.37,12.118.224.37,0,0,18,1462238112
1130,54.209.186.152,218.242.149.98,35421,80,58,1462238112
1131,222.66.50.180,58.254.134.249,55394,80,58,1462238112
1089,101.230.193.53,61.135.186.213,50587,80,58,1462238113
1090,101.230.193.53,123.125.115.188,1079,80,58,1462238113
1091,101.230.193.55,119.75.219.121,60110,80,58,1462238113
1092,101.230.193.55,123.125.115.38,21329,80,58,1462238113
1093,116.228.110.26,116.236.129.54,57750,21,34,1462238113
1094,12.118.51.37,180.149.144.107,2352,80,58,1462238113
1095,101.230.193.51,61.135.186.213,1232,80,58,1462238113
1096,101.230.193.51,112.80.248.59,1413,80,58,1462238113
1102,58.247.9.3,113.108.23.60,16492,8000,36,1462238113
1103,12.118.12.31,114.80.14.13,52579,1862,34,1462238113
1104,222.66.50.183,182.254.5.162,18937,80,58,1462238113
1105,192.168.110.244,61.151.186.16,46622,80,58,1462238113
1106,12.118.17.77,220.181.111.21,3592,80,58,1462238113
1107,180.166.140.68,61.135.186.213,59089,80,58,1462238113
1108,222.66.50.180,123.125.115.112,51516,80,58,1462238113
1109,101.230.193.51,123.125.115.112,16066,80,58,1462238113
1110,101.230.193.52,61.135.186.213,1617,80,58,1462238113
1111,101.230.193.52,115.239.211.125,2539,80,58,1462238113
1115,58.247.9.3,119.167.151.56,4592,80,58,1462238113
1116,101.94.36.244,218.242.149.122,30707,16372,36,1462238113
1117,12.118.154.53,115.239.211.125,2402,80,58,1462238113
1118,101.230.193.51,111.206.37.104,52280,80,58,1462238113
1119,12.118.23.103,12.118.223.72,50129,445,4,1462238113
1120,12.118.161.90,220.181.60.139,51689,80,58,1462238113
1121,140.206.182.226,27.215.21.126,59635,17008,36,1462238113
1122,117.184.149.132,125.39.211.54,4239,8000,36,1462238113
1123,101.230.193.51,123.125.115.38,5737,80,58,1462238113
1124,101.230.193.50,61.135.186.213,65262,80,58,1462238113
1125,101.230.193.51,119.75.219.121,1238,80,58,1462238113
1126,101.230.193.53,123.125.115.38,50482,80,58,1462238113
1132,192.168.110.244,101.227.131.50,52624,80,58,1462238113
1133,180.66.250.182,12.118.2.190,51495,445,34,1462238113
1134,12.118.23.103,12.118.223.72,50129,445,34,1462238113
1135,36.7.221.108,218.242.149.122,29919,47630,36,1462238113
1136,12.118.29.91,180.149.144.107,1870,80,58,1462238113
1137,222.66.50.180,61.135.186.213,1079,80,58,1462238113
1138,218.242.149.112,123.125.115.112,30683,80,58,1462238113
1139,101.230.193.52,61.155.138.151,11744,80,58,1462238113
1140,101.230.193.52,123.125.115.38,49376,80,58,1462238113
1169,222.66.50.182,119.147.20.75,3723,8000,36,1462238113
1170,222.66.50.181,123.125.115.112,3337,80,58,1462238113
1171,101.230.193.50,119.75.219.121,65261,80,58,1462238113
1172,101.230.193.51,115.239.210.144,16131,80,58,1462238113
1173,101.230.193.55,123.125.115.130,52249,80,58,1462238113
1174,101.230.193.52,119.75.219.121,1616,80,58,1462238113
1175,101.230.193.51,182.254.5.162,28879,80,58,1462238113
1176,101.230.193.53,101.227.160.108,25790,80,58,1462238113
1177,101.230.193.53,14.17.43.149,27648,80,58,1462238113
1178,101.230.193.53,123.125.70.59,1145,80,58,1462238113
1179,101.230.193.53,123.125.115.130,1143,80,58,1462238113
1180,101.230.193.55,119.75.219.85,49892,80,58,1462238113
1181,12.118.109.156,180.149.144.107,2454,80,58,1462238113
1182,222.66.50.180,119.75.219.85,21013,80,58,1462238113
1183,222.66.50.181,119.75.219.85,54221,80,58,1462238113
1184,222.66.50.181,61.135.186.213,51962,80,58,1462238113
1185,222.66.50.181,123.125.70.59,1182,80,58,1462238113
1186,222.66.50.182,61.155.138.135,60084,80,58,1462238113
1187,222.66.50.183,61.135.186.213,3462,80,58,1462238113
1188,101.230.193.50,113.207.2.69,16327,80,58,1462238113
1190,61.152.219.210,61.152.219.222,0,12260,36,1462238113
1191,222.66.50.180,58.254.134.137,55391,80,58,1462238113
1192,222.66.50.180,182.254.5.162,38181,80,58,1462238113
1193,222.66.50.181,122.225.112.41,13194,80,58,1462238113
1194,222.66.50.182,61.135.186.213,49886,80,58,1462238113
1195,222.66.50.182,123.125.115.38,10553,80,58,1462238113
1196,222.66.50.183,119.75.219.85,50590,80,58,1462238113
1197,101.230.193.52,123.125.115.130,49379,80,58,1462238113
1198,101.230.193.53,119.75.219.121,60297,80,58,1462238113
1199,101.230.193.53,123.125.115.112,1619,80,58,1462238113
1200,101.230.193.55,61.135.186.213,49894,80,58,1462238113
1201,101.230.193.55,123.125.70.59,50407,80,58,1462238113
1228,222.66.50.180,123.125.115.38,1264,80,58,1462238113
1229,222.66.50.180,61.135.186.213,1079,80,58,1462238113
1230,222.66.50.180,123.125.115.130,3696,80,58,1462238113
1231,222.66.50.181,119.75.219.121,58365,80,58,1462238113
1232,222.66.50.182,123.125.115.112,2759,80,58,1462238113
1233,222.66.50.183,123.125.115.112,55176,80,58,1462238113
1234,101.230.193.55,61.164.153.98,3975,80,58,1462238113
1155,101.230.193.53,113.108.23.60,30341,8000,36,1462238114
1156,101.230.193.53,119.147.20.75,30982,8000,36,1462238114
1157,101.230.193.55,119.147.20.75,30479,8000,36,1462238114
1158,222.66.50.181,119.147.20.75,30234,8000,36,1462238114
1159,101.230.193.51,119.147.42.29,2824,7709,34,1462238114
1160,101.230.193.51,219.159.248.52,2826,7709,34,1462238114
1161,101.230.193.53,58.63.254.155,2175,7709,34,1462238114
1162,101.230.193.53,111.13.108.80,2165,7709,34,1462238114
1163,101.230.193.53,182.118.47.154,2180,7709,34,1462238114
1164,101.230.193.55,114.80.63.2,1415,7709,34,1462238114
1165,101.230.193.55,114.80.63.3,1416,7709,34,1462238114
1166,101.230.193.55,123.125.108.57,1422,7709,34,1462238114
1167,114.80.234.195,101.230.193.50,80,50316,34,1462238114
1168,12.118.21.34,12.118.2.190,1722,135,34,1462238114
1189,101.230.193.53,113.207.2.69,59978,80,58,1462238114
1202,101.230.193.51,113.207.2.69,61823,80,58,1462238114
1203,101.230.193.52,61.164.153.94,1594,80,58,1462238114
1204,222.66.50.180,61.164.153.67,50658,80,58,1462238114
1205,222.66.50.180,61.164.153.93,51158,80,58,1462238114
1206,222.66.50.183,119.75.217.109,26530,80,58,1462238114
1207,101.230.193.50,180.96.12.170,50188,8601,34,1462238114
1208,211.144.94.50,101.230.193.52,80,2401,34,1462238114
1209,119.147.20.75,101.230.193.52,8000,30721,36,1462238114
1210,101.230.193.51,119.147.20.75,30966,8000,36,1462238114
1211,101.230.193.55,113.108.23.60,30236,8000,36,1462238114
1212,222.66.50.181,113.108.23.60,30682,8000,36,1462238114
1213,101.230.193.67,116.226.20.162,0,4638,36,1462238114
1214,101.230.193.51,58.59.176.82,2827,7709,34,1462238114
1215,101.230.193.53,202.102.74.12,2168,7709,34,1462238114
1216,101.230.193.52,61.129.85.130,3144,7709,34,1462238114
1217,101.230.193.53,123.125.108.58,2183,7709,34,1462238114
1218,101.230.193.53,124.117.219.218,2173,7709,34,1462238114
1219,101.230.193.55,58.210.106.91,1414,7709,34,1462238114
1220,101.230.193.55,210.22.9.230,1412,7709,34,1462238114
1221,101.230.193.55,123.125.108.87,1425,7709,34,1462238114
1222,183.232.38.219,101.230.193.52,80,36610,58,1462238114
1223,183.232.42.228,101.230.193.52,80,42294,58,1462238114
1224,183.232.42.229,222.66.50.183,80,1522,58,1462238114
1225,222.66.50.182,61.155.138.135,46162,80,58,1462238114
1226,222.66.50.182,218.242.102.153,5533,80,58,1462238114
1227,211.144.94.50,222.66.50.180,80,1361,34,1462238114
1235,101.230.193.50,183.134.20.74,54381,80,58,1462238114
1236,101.230.193.51,218.75.34.90,54592,7002,58,1462238114
1237,222.66.50.181,114.80.157.44,3746,80,58,1462238114
1238,222.66.50.181,61.164.153.95,49698,80,58,1462238114
1239,222.66.50.182,218.60.45.28,50141,80,58,1462238114
1240,101.230.193.50,180.97.150.145,50187,8601,34,1462238114
1241,101.230.193.52,182.118.18.100,0,0,33,1462238114
1242,101.230.193.51,113.108.23.60,30446,8000,36,1462238114
1243,101.230.193.52,119.147.20.75,17664,8000,36,1462238114
1244,113.108.23.60,101.230.193.50,8000,30871,36,1462238114
1245,222.66.50.183,119.147.20.75,30185,8000,36,1462238114
1246,101.230.193.67,101.230.193.55,0,50279,36,1462238114
1247,101.230.193.51,123.127.243.152,2825,7709,34,1462238114
1248,101.230.193.53,60.28.29.69,2166,7709,34,1462238114
1249,101.230.193.52,221.194.181.145,3151,7709,34,1462238114
1250,101.230.193.53,182.131.3.251,2177,7709,34,1462238114
1251,101.230.193.53,221.232.161.70,2169,7709,34,1462238114
1252,101.230.193.55,42.159.246.172,1430,7709,34,1462238114
1253,101.230.193.55,124.232.142.30,1417,7709,34,1462238114
1254,101.230.193.55,221.179.19.70,1429,7709,34,1462238114
1255,101.230.193.52,183.232.42.228,42294,80,58,1462238114
1256,183.232.42.224,222.66.50.182,80,11524,58,1462238114
1257,222.66.50.181,61.164.153.95,1139,80,58,1462238114
1258,101.230.193.53,119.75.218.70,29578,80,58,1462238114
1259,101.230.193.50,119.75.219.85,1088,80,58,1462238114
1260,101.230.193.52,113.207.2.69,57753,80,58,1462238114
1261,222.66.50.181,114.80.157.43,51229,80,58,1462238114
1262,222.66.50.181,124.160.62.40,49788,7002,58,1462238114
1263,101.230.193.52,42.159.80.24,2426,8601,34,1462238114
1264,101.230.193.52,183.131.2.152,2437,8601,34,1462238114
1265,101.230.193.51,119.75.218.70,0,0,33,1462238114
1266,222.66.50.181,113.207.2.69,49326,80,58,1462238114
1267,101.230.193.51,113.207.2.69,63616,80,58,1462238114
1268,193.201.224.50,192.168.254.233,54402,3389,34,1462238114
1269,101.230.193.51,119.75.219.121,53576,80,58,1462238114
1270,193.201.224.50,192.168.254.233,54402,3389,34,1462238114
1280,222.66.50.180,61.164.153.93,51216,80,58,1462238114
1281,101.230.193.55,61.164.153.98,3998,80,58,1462238114
1282,101.230.193.50,119.75.219.121,43522,80,58,1462238114
1283,117.87.248.6,218.242.149.111,30290,18505,36,1462238114
1284,101.230.193.51,182.254.5.162,44059,80,58,1462238114
1351,222.66.50.182,183.232.42.224,11524,80,58,1462238114
1352,101.230.193.53,123.125.115.38,50482,80,58,1462238114
1353,101.230.193.53,123.125.115.112,1831,80,58,1462238114
1354,222.66.50.180,61.135.186.213,1079,80,58,1462238114
1355,12.118.81.95,113.108.23.60,30835,8000,36,1462238114
1356,101.230.193.55,123.125.115.38,51718,80,58,1462238114
1357,192.168.48.90,115.239.210.144,52485,80,58,1462238114
1358,101.230.193.51,101.227.169.168,54501,80,58,1462238114
1359,101.230.193.55,182.254.5.162,58620,80,58,1462238114
1271,192.168.226.36,115.239.211.125,1559,80,58,1462238115
1272,192.168.91.64,101.227.10.57,45724,80,58,1462238115
1273,222.66.50.181,123.125.115.112,3338,80,58,1462238115
1285,113.108.23.60,61.152.219.222,8000,30835,36,1462238115
1286,12.118.198.47,12.118.2.201,3428,445,34,1462238115
1287,101.230.193.51,113.108.23.60,30224,8000,36,1462238115
1288,222.66.50.181,61.135.186.213,44233,80,58,1462238115
1360,101.230.193.51,123.125.115.38,51992,80,58,1462238115
1361,192.168.48.107,114.80.130.93,57130,80,58,1462238115
1362,101.230.193.51,112.80.248.66,50397,80,58,1462238115
1363,101.230.193.52,61.164.153.94,1607,80,58,1462238115
1274,192.168.48.92,115.239.210.82,1588,80,58,1462238116
1275,101.230.193.52,123.125.115.188,18663,80,58,1462238116
1276,101.230.193.50,134.170.188.232,24463,21,34,1462238116
1277,12.118.104.103,221.11.12.83,52130,7709,34,1462238116
1278,12.118.104.103,222.161.249.140,52142,7709,34,1462238116
1279,61.152.219.222,169.254.169.182,53794,161,57,1462238116
1289,12.118.123.58,220.181.163.179,51077,80,58,1462238116
1290,180.166.140.84,169.254.152.96,33902,161,57,1462238116
1291,12.118.104.103,221.11.12.82,52129,7709,34,1462238116
1292,12.118.104.103,14.17.75.162,52137,7709,34,1462238116
1293,180.166.140.84,169.254.152.96,33902,161,57,1462238116
1294,12.118.51.199,12.118.2.189,53714,135,34,1462238116
1295,12.118.104.103,122.144.152.3,52127,80,58,1462238116
1296,12.118.104.103,210.14.72.2,52134,7709,34,1462238116
1297,12.118.104.103,175.6.4.48,52140,7709,34,1462238116
1298,180.166.140.84,169.254.152.96,33902,161,57,1462238116
1299,61.152.219.222,169.254.169.182,53794,161,57,1462238116
1300,12.118.104.103,122.144.152.2,52128,7709,34,1462238116
1301,61.152.219.222,169.254.169.182,53794,161,57,1462238116
1302,192.168.20.6,115.239.210.82,51875,80,58,1462238116
1303,192.168.20.6,115.239.210.144,51877,80,58,1462238116
1308,222.66.50.183,123.125.115.38,64411,80,58,1462238116
1309,101.230.193.51,123.125.115.112,51057,80,58,1462238116
1322,101.230.193.52,123.125.115.112,2463,80,58,1462238116
1323,101.230.193.50,58.63.236.248,45346,80,58,1462238116
1324,192.168.32.21,117.23.2.80,50775,80,58,1462238116
1325,101.230.193.53,123.125.115.130,1144,80,58,1462238116
1336,140.206.182.226,123.125.70.59,6847,80,58,1462238116
1337,101.230.193.53,113.108.23.60,30797,8000,36,1462238116
1338,101.230.193.53,119.147.20.75,30611,8000,36,1462238116
1364,101.230.193.55,123.125.115.130,51411,80,58,1462238116
1310,101.230.193.55,113.207.2.69,52412,80,58,1462238117
1311,218.242.149.111,123.125.114.232,4157,80,58,1462238117
1312,192.168.48.78,121.9.209.134,40289,80,58,1462238117
1313,101.230.193.52,123.125.115.38,1912,80,58,1462238117
1314,111.206.241.76,222.72.135.151,45929,80,58,1462238117
1315,12.118.186.42,113.108.23.60,30123,8000,36,1462238117
1316,218.242.149.122,61.55.137.96,48190,80,58,1462238117
1317,101.230.193.51,61.135.186.213,50089,80,58,1462238117
1326,12.118.198.48,12.118.2.190,2295,135,34,1462238117
1327,117.184.149.133,221.192.134.163,21421,80,58,1462238117
1328,12.118.63.171,115.239.211.125,1833,80,58,1462238117
1329,111.206.241.76,222.72.135.153,50696,80,58,1462238117
1330,101.230.193.52,101.227.131.50,47698,80,58,1462238117
1331,12.118.4.199,12.118.2.201,2397,445,34,1462238117
1332,180.166.140.67,114.112.93.56,54609,80,58,1462238117
1333,58.247.9.13,111.206.37.104,37474,80,58,1462238117
1339,218.242.149.111,183.9.111.247,15375,30323,36,1462238117
1340,192.168.48.78,180.97.177.59,40321,80,58,1462238117
1341,101.230.193.51,42.159.247.24,58844,80,58,1462238117
1342,192.168.48.78,121.9.209.188,40385,80,58,1462238117
1343,111.206.241.76,222.72.135.156,45308,80,58,1462238117
1344,180.66.2.145,12.118.2.189,62986,135,34,1462238117
1345,12.118.4.199,12.118.2.201,2397,445,4,1462238117
1346,12.118.2.201,12.118.4.199,445,2397,4,1462238117
1349,12.118.63.101,12.118.2.189,3943,445,34,1462238117
1304,192.168.110.244,61.151.252.14,51776,12346,58,1462238118
1305,222.66.50.182,113.108.23.60,30902,8000,36,1462238118
1306,192.168.56.102,180.153.126.27,49387,80,58,1462238118
1307,101.230.193.52,113.207.2.69,31460,80,58,1462238118
1318,15.72.162.5,116.236.166.192,5222,15924,34,1462238118
1319,192.168.110.244,61.151.252.4,46177,12346,58,1462238118
1320,12.118.12.74,12.118.2.190,56788,135,34,1462238118
1321,101.230.193.55,115.239.211.112,56789,80,58,1462238118
1334,101.230.193.55,123.125.70.59,55416,80,58,1462238118
1335,192.168.110.244,222.73.103.42,38136,12346,58,1462238118
1347,192.168.2.140,115.239.210.82,56953,80,58,1462238118
1348,192.168.48.107,61.151.186.16,55569,80,58,1462238118
1350,192.168.110.244,222.73.34.8,59364,12346,58,1462238118
1379,12.118.23.96,12.118.2.189,53490,445,34,1462238118
1380,12.118.23.96,12.118.2.189,53490,445,4,1462238118
1381,222.130.4.20,218.242.149.111,30935,11984,36,1462238118
